Entropy KNNWithMeans neigh=10,x
0.7560263394721971,20163
0.7543861688987258,20513
0.7530493333976741,20863
0.7528621250424368,21213
0.7528579188506673,21563
0.751701687187568,21913
0.7508637244119173,22263
0.75010116533506,22613
0.7491340682904878,22963
0.7487894811455662,23313
0.7481527339978203,23663
0.7473912284303672,24013
0.7460454231869202,24363
0.7459932209698934,24713
0.7451514907683489,25063
0.7440765167981103,25413
0.7435615404923706,25763
0.743294125893557,26113
0.7429095532864235,26463
0.7425089538246963,26813
0.7417515673680104,27163
0.7410643247701568,27513
0.7397549170596972,27863
0.7390940376833949,28213
0.7384279013449889,28563
0.7371804151923567,28913
0.7365843758755797,29263
0.7360997887270426,29613
0.7359103671975116,29963
0.7351364426530378,30313
0.735240935492138,30663
0.7340041853309809,31013
0.7327771919124849,31363
0.7321971416599664,31713
0.7315491223746687,32063
0.7311478864102845,32413
0.7306177471601203,32763
0.730570268280217,33113
0.7304114680130934,33463
0.7297273657499289,33813
0.7290626876900235,34163
0.7278814602892508,34513
0.7269635029115307,34863
0.7268036111796525,35213
0.7257936969403768,35563
0.7249005838144453,35913
0.7245560635957139,36263
0.7243561525041602,36613
0.7242175620042763,36963
0.7236305947027704,37313
0.723302381886988,37663
0.7228061805690994,38013
0.7221944889196781,38363
0.7222700367910198,38713
0.7220827561492804,39063
0.7219523187777188,39413
0.7216462127769232,39763
0.7212476329431803,40113
0.7209924853446132,40463
0.7208416424059214,40813
0.7204134050804739,41163
0.7200693982457975,41513
0.7192016097319793,41863
0.7182887285839539,42213
0.7180875893227645,42563
0.7176703750966129,42913
0.7167274393775047,43263
0.7162136310193752,43613
0.7166839752504535,43963
0.7164782937979036,44313
0.7154463527309955,44663
0.7150758312639818,45013
0.7147953969365259,45363
0.7147704599015506,45713
0.71423452054177,46063
0.7142753158939451,46413
0.7145941601134054,46763
0.7143001365265509,47113
0.7141858107879658,47463
0.7138269194422042,47813
0.713819686818527,48163
0.7128640898556228,48513
0.712308958004285,48863
0.7117620472181219,49213
0.7116615638680089,49563
0.7116550918958545,49913
0.7112390689052952,50263
0.7108445677944977,50613
0.7107484606314677,50963
0.7109572462856435,51313
0.7101980549113229,51663
0.7096691131828594,52013
0.7091263022474996,52363
0.708335341663504,52713
0.7085126614656635,53063
0.707554324880147,53413
0.7073189050452053,53763
0.7066016337514496,54113
0.7066004648117121,54463
0.7062181071134851,54813
0.705976550373952,55163
0.7050483647203118,55513
0.704694624775149,55863
0.704145312117966,56213
0.7039369909470172,56563
0.7036846976124087,56913
0.703880291369769,57263
0.7033611974079531,57613
0.7027080390815958,57963
0.702915316480519,58313
0.7027916301991519,58663
0.702263249938565,59013
0.7016441747648171,59363
0.7013046420162111,59713
0.7007885440271366,60063
0.7008191211819493,60413
0.7003579865031521,60763
0.700125115951497,61113
0.6997730818956751,61463
0.6988666755961443,61813
0.6974773719125105,62163
0.6970824943798102,62513
0.6965372278398252,62863
0.6960491268624648,63213
0.6950423870286735,63563
0.694172575499333,63913
0.6945337672670417,64263
0.6935281395948952,64613
0.6933483302779175,64963
0.6935876971003957,65313
0.693603629208206,65663
0.6938829312945102,66013
0.6934508504707659,66363
0.6930239767280996,66713
0.6925125969930853,67063
0.692047460179938,67413
0.6915173613350999,67763
0.6913552715581511,68113
0.6910179895339188,68463
0.6903144790565422,68813
0.6903357233957701,69163
0.6904884826832988,69513
0.6895058000728983,69863
0.6892601570015534,70213
0.6882898980241142,70563
0.6878728275234909,70913
0.686721876408313,71263
0.6859320108820667,71613
0.6854590962023354,71963
0.68508041405332,72313
0.6846429483038508,72663
0.6843180154184195,73013
0.6854243515556251,73363
0.6839448197017884,73713
0.6833555884391529,74063
0.6836618625367763,74413
0.6838111095841484,74763
0.6844852033291768,75113
0.6846204236050305,75463
0.6843092400391885,75813
0.6846156174147836,76163
0.6848020087443603,76513
0.684261659643154,76863
0.6836869111847846,77213
0.6828150762000788,77563
0.6828194852966825,77913
0.6832528508118562,78263
0.6830296698089989,78613
0.6825930198313405,78963
0.6819841423998436,79313
0.6820922768968407,79663
0.6810086152539193,80013
0.6803004805766901,80363
0.679036055367326,80713
0.6789993533933287,81063
0.6788869242702956,81413
0.679631586989757,81763
0.6788744798980753,82113
0.6778225277232158,82463
0.6781972960965944,82813
0.6776292526510106,83163
0.6774953477253446,83513
0.6764097823280725,83863
0.6751381612584493,84213
0.674725900565041,84563
0.6737485191744952,84913
0.6719814341329604,85263
0.6729800288058732,85613
0.6723057470472315,85963
0.6706675541090927,86313
0.6710789632158084,86663
0.6706203641643275,87013
0.6701626806850667,87363
0.6698377314449985,87713
0.6704443532291091,88063
0.6691351384163001,88413
0.6675258810196238,88763
0.6661359629311641,89113
0.6656635238993467,89463
0.6678433653277608,89813
0.6674785043495081,90163
