Entropy KNNWithZScore neigh=10,x
0.7495711756267083,20163
0.7477218259806108,20513
0.7463800335781868,20863
0.746268294285167,21213
0.7462223591011188,21563
0.7453343019234147,21913
0.7443036576715738,22263
0.7434965575201811,22613
0.7425201379281998,22963
0.7422854594367261,23313
0.7417303024291306,23663
0.7408506810716536,24013
0.7397028455307045,24363
0.7395906725929015,24713
0.7389211009935506,25063
0.737959182319022,25413
0.737612934346266,25763
0.7373152468957048,26113
0.7367649441156304,26463
0.7364613457109139,26813
0.7354868578016511,27163
0.7346481801776816,27513
0.7331679952948492,27863
0.7326522806631767,28213
0.7318415722826085,28563
0.7307397607700753,28913
0.7302412198609523,29263
0.7296189905745077,29613
0.7293769663134468,29963
0.728550476545152,30313
0.7286552450542322,30663
0.7275765038420551,31013
0.7263723765520039,31363
0.7259251981667583,31713
0.725121557145934,32063
0.7248877808555897,32413
0.7243542832867987,32763
0.7243887491179689,33113
0.724013857749653,33463
0.723285243754618,33813
0.7226187438656977,34163
0.7216110990403981,34513
0.720812019099885,34863
0.7203727329758954,35213
0.7195716623427614,35563
0.7187500119596684,35913
0.7183541261598598,36263
0.7180973428133628,36613
0.7180415900498195,36963
0.717569285049383,37313
0.7172742602545771,37663
0.7168439162188724,38013
0.7162053127241339,38363
0.7164289984877641,38713
0.7162048791265855,39063
0.7159716273948038,39413
0.7155744227552451,39763
0.7150972036888542,40113
0.7149351929583342,40463
0.7148248512074582,40813
0.7140592370069491,41163
0.7135877525928662,41513
0.7127808346210519,41863
0.7119990885493036,42213
0.7118333436487345,42563
0.7113946975852304,42913
0.7104428906309795,43263
0.7099705842067352,43613
0.7103754492068316,43963
0.7102957759604003,44313
0.7092674262021738,44663
0.7089000676893736,45013
0.708549607644652,45363
0.7086500170179721,45713
0.7083097907088589,46063
0.7083602916291963,46413
0.7085358763357019,46763
0.7081465449520311,47113
0.7079042048246588,47463
0.7074569121029618,47813
0.707342993366188,48163
0.7063292614721688,48513
0.7057641516257165,48863
0.7053188614309411,49213
0.705116330563526,49563
0.705231457188112,49913
0.704628048947059,50263
0.7041277529870527,50613
0.7038921892795994,50963
0.7040172620591507,51313
0.7031839782694488,51663
0.7026490224011847,52013
0.7021317060466012,52363
0.701259566318105,52713
0.7013803192205665,53063
0.7005614311659267,53413
0.7001410495231616,53763
0.6994334581558872,54113
0.6995776123181866,54463
0.6991816131090042,54813
0.699176756423555,55163
0.6979534882815327,55513
0.6975336308518115,55863
0.6968368701132257,56213
0.6968213069021015,56563
0.6966322831591872,56913
0.6968976655149642,57263
0.6966444206623319,57613
0.695967095917719,57963
0.6963831522020016,58313
0.6961518670973519,58663
0.6954406088373322,59013
0.6949574803301831,59363
0.6946913556591753,59713
0.6943971483598972,60063
0.6945229171703058,60413
0.6940729025846378,60763
0.6938379529310488,61113
0.6935740559762875,61463
0.6928192537094658,61813
0.6914380317836207,62163
0.6910361678018472,62513
0.6906244016837488,62863
0.6902752851457581,63213
0.6895117536366039,63563
0.6888699889793795,63913
0.6895426418654733,64263
0.6885454205463994,64613
0.688380717142844,64963
0.6883949192018678,65313
0.688415611371039,65663
0.6884438904931548,66013
0.6879008640933055,66363
0.6876289295705499,66713
0.6869439634222052,67063
0.6863815030873314,67413
0.6859392832621471,67763
0.6856412247995252,68113
0.6852813828664868,68463
0.6846627160075832,68813
0.6848512380017727,69163
0.6848698931364665,69513
0.6838267978726925,69863
0.6836312230415172,70213
0.682662771024996,70563
0.6822227904533417,70913
0.6809774177986133,71263
0.679993383811297,71613
0.6798792936648808,71963
0.6800007450225597,72313
0.6794094961669604,72663
0.6792100672645635,73013
0.6806498486497791,73363
0.6791648893915117,73713
0.6785239751288579,74063
0.6785148244097254,74413
0.6787327088437557,74763
0.679490380874711,75113
0.6797370901403212,75463
0.679344874686855,75813
0.6795726895046543,76163
0.6797871662264046,76513
0.6793953098667497,76863
0.6787396544851739,77213
0.6779408938025967,77563
0.6778149891878839,77913
0.6783918922886496,78263
0.678357438393942,78613
0.6779196416226979,78963
0.677319609419652,79313
0.6773046042112815,79663
0.6765114503360231,80013
0.6757779781577142,80363
0.674684963326145,80713
0.6746516784680963,81063
0.6743382371665305,81413
0.6751501162109743,81763
0.6744101851493531,82113
0.6734460170196327,82463
0.673435579145796,82813
0.672767617106301,83163
0.6727269263627216,83513
0.6716473880995414,83863
0.6706320006447933,84213
0.6702436063131744,84563
0.6696703741976565,84913
0.6681532628178859,85263
0.6689031157542846,85613
0.6685299936327633,85963
0.667077111673999,86313
0.6676805005543687,86663
0.667488769384607,87013
0.6669987357903318,87363
0.6663732876502212,87713
0.6672212669416455,88063
0.6655812305910924,88413
0.6642130062437731,88763
0.6627653207758806,89113
0.6622575328985387,89463
0.6639113291779316,89813
0.6638183207595636,90163
