QBC vote KNNBasic neigh=15,x
0.8011733435004651,20160
0.7992861777465146,20510
0.7989873691413831,20860
0.7980474154254708,21210
0.7971068462196776,21560
0.7962851302854667,21910
0.7948606145151036,22260
0.7940703891186917,22610
0.7927517594148544,22960
0.791063185056291,23310
0.7903186413366146,23660
0.7892399393652836,24010
0.7877269559894634,24360
0.7864008164690708,24710
0.7852340319648831,25060
0.7845386132523565,25410
0.7842157383576968,25760
0.7840009966691843,26110
0.7829545222669385,26460
0.7822598101238546,26810
0.7817474493711231,27160
0.7811965958514989,27510
0.780845765331802,27860
0.7797573706819018,28210
0.7787656619859372,28560
0.7776523168061477,28910
0.7765731676725284,29260
0.7756052238660469,29610
0.7745649906361624,29960
0.7742389006874623,30310
0.7736409890896525,30660
0.7725216496985251,31010
0.7716532833002857,31360
0.7720103515012179,31710
0.7706045836840955,32060
0.7698600075229602,32410
0.7690671795845617,32760
0.7684363571893507,33110
0.767512448849648,33460
0.7671845888069954,33810
0.7672935002442134,34160
0.7666835010363985,34510
0.7663130330057102,34860
0.7654796392064176,35210
0.7650283255101262,35560
0.7642027002748809,35910
0.763310843182139,36260
0.7631508954500339,36610
0.7625079556180466,36960
0.7613575353730191,37310
0.7606197824050588,37660
0.7598937759410251,38010
0.7598187769934054,38360
0.7591913544151567,38710
0.7586819721468903,39060
0.7583221261630986,39410
0.7583420377630072,39760
0.7578276871572949,40110
0.7575428591584082,40460
0.7573229718508259,40810
0.7563128685547283,41160
0.7557554696418065,41510
0.754830643016453,41860
0.7543657643506531,42210
0.7541550594744846,42560
0.7535345114357745,42910
0.7530550980982063,43260
0.7530863442889719,43610
0.7520386444307711,43960
0.7512844024297027,44310
0.7513983293753679,44660
0.7511881816687991,45010
0.7512385493422182,45360
0.7505817334919139,45710
0.7500533933938108,46060
0.7497637041420688,46410
0.7498227004827859,46760
0.7488661670646057,47110
0.7485851029416662,47460
0.7482421117130478,47810
0.7479699469631816,48160
0.7472037097099438,48510
0.7466733737738996,48860
0.7466298509151814,49210
0.7456412813688025,49560
0.7454407381056509,49910
0.7450680117573585,50260
0.7450320672722429,50610
0.7442331972193703,50960
0.7440472009612328,51310
0.7437751575838588,51660
0.7434172903520351,52010
0.7426754505473393,52360
0.7429574011658829,52710
0.7432241242753128,53060
0.7427346831321945,53410
0.7423278324355702,53760
0.7416692886085837,54110
0.7411159649164646,54460
0.740738474522048,54810
0.740825061440322,55160
0.7404831650771443,55510
0.7404725560263,55860
0.7400447378621908,56210
0.7397925273751232,56560
0.7401386846627613,56910
0.7397581298047068,57260
0.7388487592720788,57610
0.7386400369517973,57960
0.7380214839827942,58310
0.7379160894855945,58660
0.737421215320041,59010
0.7374168431488801,59360
0.7367883894653557,59710
0.736820633944654,60060
0.7351947187025429,60410
0.7348877403633959,60760
0.7348580185804332,61110
0.7355351488077564,61460
0.734986764817815,61810
0.7348748559781252,62160
0.7337414083796959,62510
0.7332936299914384,62860
0.7327568280881986,63210
0.7326671232383778,63560
0.7320420134299944,63910
0.7325584910200736,64260
0.731998914097333,64610
0.7326311872611991,64960
0.732390104866879,65310
0.7316423792642351,65660
0.7316314968495675,66010
0.7314624492170941,66360
0.7316616537534902,66710
0.7313162463098154,67060
0.7313734331201265,67410
0.7308776897943017,67760
0.7307519520388588,68110
0.7307010596689932,68460
0.7306336041482038,68810
0.7299509238501889,69160
0.7293986602892719,69510
0.7285154734769438,69860
0.7288434308789989,70210
0.7281360177239402,70560
0.7283450268995303,70910
0.7281292172855286,71260
0.7273024525988907,71610
0.7273413116502193,71960
0.726745858399027,72310
0.7259522742073431,72660
0.725605273839127,73010
0.7252494688529745,73360
0.7250756755956341,73710
0.7245594706876589,74060
0.7247752175130492,74410
0.7252861075841123,74760
0.7238898845397759,75110
0.7239788942808715,75460
0.7237744399318568,75810
0.7233869715582067,76160
0.723613339273352,76510
0.7229481740317463,76860
0.7229228850216161,77210
0.7232534519480259,77560
0.7235070522049869,77910
0.7235795622190999,78260
0.7233612563556472,78610
0.7233908974120326,78960
0.7232802070073183,79310
0.721971356874352,79660
0.7206489931929186,80010
0.7196534708421424,80360
0.7192949210942486,80710
0.7187813445110096,81060
0.717869265467693,81410
0.7173239001878047,81760
0.7166483145937185,82110
0.7162300650988569,82460
0.7173774064029418,82810
0.7180150126696961,83160
0.7173285289403021,83510
0.7176403736698713,83860
0.716750541143649,84210
0.7165019202949033,84560
0.7157607572117086,84910
0.7152167966357149,85260
0.7140606641658683,85610
0.7145492906343794,85960
0.712692029350611,86310
0.7127923300180525,86660
0.7115554671534321,87010
0.7107010263850838,87360
0.7108411577672303,87710
0.7117991155200735,88060
0.7120158316523414,88410
0.709578893321971,88760
0.7074190796428702,89110
0.7093965046987953,89460
0.7105419767190511,89810
0.7100109509116885,90160
