Uncertainty KNNWithZScore neigh=15,x
0.7473182555605457,20163
0.7469275177692647,20513
0.7461804230749332,20863
0.7454689949261607,21213
0.7443046271192066,21563
0.7431195103080783,21913
0.7414975243668681,22263
0.7409822322453614,22613
0.739692607944348,22963
0.7390231767149888,23313
0.7374310870571784,23663
0.7369513032377378,24013
0.7369394408343579,24363
0.7358146278307838,24713
0.7351806554622838,25063
0.7345669875836527,25413
0.7339620109224225,25763
0.7332891458874824,26113
0.7322604415093732,26463
0.7304539214823214,26813
0.7289841491400841,27163
0.7284945689676898,27513
0.7278399946844554,27863
0.7274569980853082,28213
0.7267936555319262,28563
0.7269468680279425,28913
0.7264569379311102,29263
0.7254166887879384,29613
0.7250862031770957,29963
0.7248553638389796,30313
0.7237550097236687,30663
0.7223329920273176,31013
0.7216577482895774,31363
0.7208242370127937,31713
0.7198803134709625,32063
0.7195389670960136,32413
0.7187089020989424,32763
0.7186432992331763,33113
0.7180948724047165,33463
0.7178000782621164,33813
0.7169850374274176,34163
0.7160656896019236,34513
0.7160182532795539,34863
0.7156859730877592,35213
0.7154093915320441,35563
0.714445723795173,35913
0.7138458729211835,36263
0.7132114066110906,36613
0.7125311753234561,36963
0.7115259949682631,37313
0.7114531173262778,37663
0.7105104860422111,38013
0.7099183053346555,38363
0.7101498666688123,38713
0.709493848493396,39063
0.7100664080991315,39413
0.7099425581110145,39763
0.7096729983428391,40113
0.7093312390748122,40463
0.7089271674855907,40813
0.7082652077344641,41163
0.7074912692092312,41513
0.7075522370395341,41863
0.7070333122336521,42213
0.7068305164908977,42563
0.7063679876585964,42913
0.705745448514833,43263
0.7046965480179128,43613
0.7039798579374866,43963
0.7038654242023529,44313
0.7036810263740185,44663
0.703750708316276,45013
0.7036491542250346,45363
0.7033165529917376,45713
0.7027487486633011,46063
0.7021461757154496,46413
0.701884121081069,46763
0.7021496392529006,47113
0.7024047335657853,47463
0.7021833848132459,47813
0.7009205034792819,48163
0.6999426070888936,48513
0.6993431896193524,48863
0.6985200100253691,49213
0.6983206256278222,49563
0.6983769208368384,49913
0.6981992930697217,50263
0.6977896234858231,50613
0.6972098798409027,50963
0.6965797737886978,51313
0.6967362784308696,51663
0.6969982750616746,52013
0.6967465062785649,52363
0.6967438069246278,52713
0.6965746939582805,53063
0.6967195322952457,53413
0.6964463508280112,53763
0.6960065644053217,54113
0.6959419472458624,54463
0.6961986972923628,54813
0.6958443663169301,55163
0.6958697554143553,55513
0.6951839322907772,55863
0.6948988042825961,56213
0.6947959161638538,56563
0.6947769861156016,56913
0.6944493183982606,57263
0.6947237936233344,57613
0.6943153788540797,57963
0.6938619579602957,58313
0.6937636447943433,58663
0.6937548574920092,59013
0.6930224210645127,59363
0.6927457334441315,59713
0.6918489422802253,60063
0.6916671687225678,60413
0.6907748830168808,60763
0.6893165582049362,61113
0.6889485476685715,61463
0.6885750495194819,61813
0.6891587601740798,62163
0.6892967306642197,62513
0.6892671546862085,62863
0.6891999247128665,63213
0.6891917543155828,63563
0.6884128645673006,63913
0.6883580930438752,64263
0.6874300599166724,64613
0.6872474318711262,64963
0.6867376095635436,65313
0.6864723709924182,65663
0.6857460248029913,66013
0.6852306703244091,66363
0.6848391456933496,66713
0.6845812865064568,67063
0.6836775606182199,67413
0.6839743432546825,67763
0.6832675768533567,68113
0.6830632862713082,68463
0.6823985552098563,68813
0.6816943130857998,69163
0.6819060765834201,69513
0.6809576282430659,69863
0.6807432977411351,70213
0.6806377323840844,70563
0.6810379931503792,70913
0.6809371769548634,71263
0.6803587495488258,71613
0.6807796373160037,71963
0.6793237262388385,72313
0.6786794202491843,72663
0.677764739711344,73013
0.6768353112644171,73363
0.6763068255932743,73713
0.6759282742017553,74063
0.6761011703709066,74413
0.6746105532610566,74763
0.6747331705315506,75113
0.6740001557547679,75463
0.6735003470045121,75813
0.6729592993235003,76163
0.6718545269844437,76513
0.6724094202098755,76863
0.6711051948122176,77213
0.6710004361167242,77563
0.6699176183610653,77913
0.669726797041551,78263
0.6693519111380911,78613
0.6687184445404081,78963
0.6690124096859146,79313
0.6687262112456924,79663
0.6680466445763943,80013
0.6681479509748363,80363
0.6666910635066445,80713
0.6653646895988514,81063
0.6650390792324936,81413
0.6650204352611023,81763
0.6645240418118777,82113
0.6649047500952305,82463
0.6647540512610806,82813
0.6643139886379666,83163
0.6646265124819203,83513
0.6639313161974203,83863
0.6640346975136655,84213
0.6641441395629705,84563
0.6649487849663206,84913
0.6639752894460114,85263
0.6635422850860601,85613
0.6630486894747868,85963
0.6637799695605344,86313
0.6638649610995251,86663
0.6640230459060312,87013
0.6643898762404039,87363
0.6624536301868611,87713
0.6615531837228946,88063
0.6618876564107997,88413
0.6609956594425975,88763
0.6608668951176809,89113
0.658798502794516,89463
0.6592562915259594,89813
0.659517621508527,90163
